C4461,2,C44612,"Basal cell carcinoma skin/ right upper limb, inc shoulder","Basal cell carcinoma of skin of right upper limb, including shoulder","Basal cell carcinoma of skin of upper limb, including shoulder"
C4461,9,C44619,"Basal cell carcinoma skin/ left upper limb, inc shoulder","Basal cell carcinoma of skin of left upper limb, including shoulder","Basal cell carcinoma of skin of upper limb, including shoulder"
C4462,1,C44621,"Squamous cell carcinoma skin/ unsp upper limb, inc shoulder","Squamous cell carcinoma of skin of unspecified upper limb, including shoulder","Squamous cell carcinoma of skin of upper limb, including shoulder"
C4462,2,C44622,"Squamous cell carcinoma skin/ right upper limb, inc shoulder","Squamous cell carcinoma of skin of right upper limb, including shoulder","Squamous cell carcinoma of skin of upper limb, including shoulder"
C4462,9,C44629,"Squamous cell carcinoma skin/ left upper limb, inc shoulder","Squamous cell carcinoma of skin of left upper limb, including shoulder","Squamous cell carcinoma of skin of upper limb, including shoulder"
C4469,1,C44691,"Oth malignant neoplasm skin/ unsp upper limb, inc shoulder","Other specified malignant neoplasm of skin of unspecified upper limb, including shoulder","Other specified malignant neoplasm of skin of upper limb, including shoulder"
C4469,2,C44692,"Oth malignant neoplasm skin/ right upper limb, inc shoulder","Other specified malignant neoplasm of skin of right upper limb, including shoulder","Other specified malignant neoplasm of skin of upper limb, including shoulder"
C4469,9,C44699,"Oth malignant neoplasm skin/ left upper limb, inc shoulder","Other specified malignant neoplasm of skin of left upper limb, including shoulder","Other specified malignant neoplasm of skin of upper limb, including shoulder"
C4470,1,C44701,"Unsp malignant neoplasm skin/ unsp lower limb, including hip","Unspecified malignant neoplasm of skin of unspecified lower limb, including hip","Unspecified malignant neoplasm of skin of lower limb, including hip"
C4470,2,C44702,"Unsp malignant neoplasm skin/ right lower limb, inc hip","Unspecified malignant neoplasm of skin of right lower limb, including hip","Unspecified malignant neoplasm of skin of lower limb, including hip"
C4470,9,C44709,"Unsp malignant neoplasm skin/ left lower limb, including hip","Unspecified malignant neoplasm of skin of left lower limb, including hip","Unspecified malignant neoplasm of skin of lower limb, including hip"
C4471,1,C44711,"Basal cell carcinoma skin/ unsp lower limb, including hip","Basal cell carcinoma of skin of unspecified lower limb, including hip","Basal cell carcinoma of skin of lower limb, including hip"
C4471,2,C44712,"Basal cell carcinoma skin/ right lower limb, including hip","Basal cell carcinoma of skin of right lower limb, including hip","Basal cell carcinoma of skin of lower limb, including hip"
C4471,9,C44719,"Basal cell carcinoma skin/ left lower limb, including hip","Basal cell carcinoma of skin of left lower limb, including hip","Basal cell carcinoma of skin of lower limb, including hip"
C4472,1,C44721,"Squamous cell carcinoma skin/ unsp lower limb, including hip","Squamous cell carcinoma of skin of unspecified lower limb, including hip","Squamous cell carcinoma of skin of lower limb, including hip"
C4472,2,C44722,"Squamous cell carcinoma skin/ right lower limb, inc hip","Squamous cell carcinoma of skin of right lower limb, including hip","Squamous cell carcinoma of skin of lower limb, including hip"
C4472,9,C44729,"Squamous cell carcinoma skin/ left lower limb, including hip","Squamous cell carcinoma of skin of left lower limb, including hip","Squamous cell carcinoma of skin of lower limb, including hip"
C4479,1,C44791,"Oth malignant neoplasm skin/ unsp lower limb, including hip","Other specified malignant neoplasm of skin of unspecified lower limb, including hip","Other specified malignant neoplasm of skin of lower limb, including hip"
C4479,2,C44792,"Oth malignant neoplasm skin/ right lower limb, including hip","Other specified malignant neoplasm of skin of right lower limb, including hip","Other specified malignant neoplasm of skin of lower limb, including hip"
C4479,9,C44799,"Oth malignant neoplasm skin/ left lower limb, including hip","Other specified malignant neoplasm of skin of left lower limb, including hip","Other specified malignant neoplasm of skin of lower limb, including hip"
C448,0,C4480,"Unspecified malignant neoplasm of overlapping sites of skin","Unspecified malignant neoplasm of overlapping sites of skin","Other and unspecified malignant neoplasm of overlapping sites of skin"
C448,1,C4481,"Basal cell carcinoma of overlapping sites of skin","Basal cell carcinoma of overlapping sites of skin","Other and unspecified malignant neoplasm of overlapping sites of skin"
C448,2,C4482,"Squamous cell carcinoma of overlapping sites of skin","Squamous cell carcinoma of overlapping sites of skin","Other and unspecified malignant neoplasm of overlapping sites of skin"
C448,9,C4489,"Oth malignant neoplasm of overlapping sites of skin","Other specified malignant neoplasm of overlapping sites of skin","Other and unspecified malignant neoplasm of overlapping sites of skin"
C449,0,C4490,"Unspecified malignant neoplasm of skin, unspecified","Unspecified malignant neoplasm of skin, unspecified","Other and unspecified malignant neoplasm of skin, unspecified"
C449,1,C4491,"Basal cell carcinoma of skin, unspecified","Basal cell carcinoma of skin, unspecified","Other and unspecified malignant neoplasm of skin, unspecified"
C449,2,C4492,"Squamous cell carcinoma of skin, unspecified","Squamous cell carcinoma of skin, unspecified","Other and unspecified malignant neoplasm of skin, unspecified"
C449,9,C4499,"Other specified malignant neoplasm of skin, unspecified","Other specified malignant neoplasm of skin, unspecified","Other and unspecified malignant neoplasm of skin, unspecified"
C45,0,C450,"Mesothelioma of pleura","Mesothelioma of pleura","Mesothelioma"
C45,1,C451,"Mesothelioma of peritoneum","Mesothelioma of peritoneum","Mesothelioma"
C45,2,C452,"Mesothelioma of pericardium","Mesothelioma of pericardium","Mesothelioma"
C45,7,C457,"Mesothelioma of other sites","Mesothelioma of other sites","Mesothelioma"
C45,9,C459,"Mesothelioma, unspecified","Mesothelioma, unspecified","Mesothelioma"
C46,0,C460,"Kaposi's sarcoma of skin","Kaposi's sarcoma of skin","Kaposi's sarcoma"
C46,1,C461,"Kaposi's sarcoma of soft tissue","Kaposi's sarcoma of soft tissue","Kaposi's sarcoma"
C46,2,C462,"Kaposi's sarcoma of palate","Kaposi's sarcoma of palate","Kaposi's sarcoma"
C46,3,C463,"Kaposi's sarcoma of lymph nodes","Kaposi's sarcoma of lymph nodes","Kaposi's sarcoma"
C46,4,C464,"Kaposi's sarcoma of gastrointestinal sites","Kaposi's sarcoma of gastrointestinal sites","Kaposi's sarcoma"
C465,0,C4650,"Kaposi's sarcoma of unspecified lung","Kaposi's sarcoma of unspecified lung","Kaposi's sarcoma of lung"
C465,1,C4651,"Kaposi's sarcoma of right lung","Kaposi's sarcoma of right lung","Kaposi's sarcoma of lung"
C465,2,C4652,"Kaposi's sarcoma of left lung","Kaposi's sarcoma of left lung","Kaposi's sarcoma of lung"
C467,,C467,"Kaposi's sarcoma of other sites","Kaposi's sarcoma of other sites","Kaposi's sarcoma of other sites"
C469,,C469,"Kaposi's sarcoma, unspecified","Kaposi's sarcoma, unspecified","Kaposi's sarcoma, unspecified"
C47,0,C470,"Malignant neoplasm of prph nerves of head, face and neck","Malignant neoplasm of peripheral nerves of head, face and neck","Malignant neoplasm of peripheral nerves and autonomic nervous system"
C471,0,C4710,"Malig neoplm of prph nerves of unsp upper limb, inc shoulder","Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder","Malignant neoplasm of peripheral nerves of upper limb, including shoulder"
C471,1,C4711,"Malig neoplm of prph nerves of right upper limb, inc shldr","Malignant neoplasm of peripheral nerves of right upper limb, including shoulder","Malignant neoplasm of peripheral nerves of upper limb, including shoulder"
C471,2,C4712,"Malig neoplm of prph nerves of left upper limb, inc shoulder","Malignant neoplasm of peripheral nerves of left upper limb, including shoulder","Malignant neoplasm of peripheral nerves of upper limb, including shoulder"
C472,0,C4720,"Malig neoplasm of prph nerves of unsp lower limb, inc hip","Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip","Malignant neoplasm of peripheral nerves of lower limb, including hip"
C472,1,C4721,"Malig neoplasm of prph nerves of right lower limb, inc hip","Malignant neoplasm of peripheral nerves of right lower limb, including hip","Malignant neoplasm of peripheral nerves of lower limb, including hip"
C472,2,C4722,"Malig neoplasm of prph nerves of left lower limb, inc hip","Malignant neoplasm of peripheral nerves of left lower limb, including hip","Malignant neoplasm of peripheral nerves of lower limb, including hip"
C473,,C473,"Malignant neoplasm of peripheral nerves of thorax","Malignant neoplasm of peripheral nerves of thorax","Malignant neoplasm of peripheral nerves of thorax"
C474,,C474,"Malignant neoplasm of peripheral nerves of abdomen","Malignant neoplasm of peripheral nerves of abdomen","Malignant neoplasm of peripheral nerves of abdomen"
C475,,C475,"Malignant neoplasm of peripheral nerves of pelvis","Malignant neoplasm of peripheral nerves of pelvis","Malignant neoplasm of peripheral nerves of pelvis"
C476,,C476,"Malignant neoplasm of peripheral nerves of trunk, unsp","Malignant neoplasm of peripheral nerves of trunk, unspecified","Malignant neoplasm of peripheral nerves of trunk, unspecified"
C478,,C478,"Malig neoplm of ovrlp sites of prph nrv and autonm nrv sys","Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system","Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system"
C479,,C479,"Malig neoplasm of prph nerves and autonm nervous sys, unsp","Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified","Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified"
C48,0,C480,"Malignant neoplasm of retroperitoneum","Malignant neoplasm of retroperitoneum","Malignant neoplasm of retroperitoneum and peritoneum"
C48,1,C481,"Malignant neoplasm of specified parts of peritoneum","Malignant neoplasm of specified parts of peritoneum","Malignant neoplasm of retroperitoneum and peritoneum"
C48,2,C482,"Malignant neoplasm of peritoneum, unspecified","Malignant neoplasm of peritoneum, unspecified","Malignant neoplasm of retroperitoneum and peritoneum"
C48,8,C488,"Malig neoplasm of ovrlp sites of retroperiton and peritoneum","Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum","Malignant neoplasm of retroperitoneum and peritoneum"
C49,0,C490,"Malig neoplm of conn and soft tissue of head, face and neck","Malignant neoplasm of connective and soft tissue of head, face and neck","Malignant neoplasm of other connective and soft tissue"
C491,0,C4910,"Malig neoplm of conn & soft tiss of unsp upr lmb, inc shldr","Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder","Malignant neoplasm of connective and soft tissue of upper limb, including shoulder"
C491,1,C4911,"Malig neoplm of conn and soft tiss of r upr limb, inc shldr","Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder","Malignant neoplasm of connective and soft tissue of upper limb, including shoulder"
C491,2,C4912,"Malig neoplm of conn and soft tiss of l upr limb, inc shldr","Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder","Malignant neoplasm of connective and soft tissue of upper limb, including shoulder"
C492,0,C4920,"Malig neoplm of conn and soft tiss of unsp low limb, inc hip","Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip","Malignant neoplasm of connective and soft tissue of lower limb, including hip"
C492,1,C4921,"Malig neoplm of conn and soft tiss of r low limb, inc hip","Malignant neoplasm of connective and soft tissue of right lower limb, including hip","Malignant neoplasm of connective and soft tissue of lower limb, including hip"
C492,2,C4922,"Malig neoplm of conn and soft tiss of left low limb, inc hip","Malignant neoplasm of connective and soft tissue of left lower limb, including hip","Malignant neoplasm of connective and soft tissue of lower limb, including hip"
C493,,C493,"Malignant neoplasm of connective and soft tissue of thorax","Malignant neoplasm of connective and soft tissue of thorax","Malignant neoplasm of connective and soft tissue of thorax"
C494,,C494,"Malignant neoplasm of connective and soft tissue of abdomen","Malignant neoplasm of connective and soft tissue of abdomen","Malignant neoplasm of connective and soft tissue of abdomen"
C495,,C495,"Malignant neoplasm of connective and soft tissue of pelvis","Malignant neoplasm of connective and soft tissue of pelvis","Malignant neoplasm of connective and soft tissue of pelvis"
C496,,C496,"Malignant neoplasm of conn and soft tissue of trunk, unsp","Malignant neoplasm of connective and soft tissue of trunk, unspecified","Malignant neoplasm of connective and soft tissue of trunk, unspecified"
C498,,C498,"Malignant neoplasm of ovrlp sites of conn and soft tissue","Malignant neoplasm of overlapping sites of connective and soft tissue","Malignant neoplasm of overlapping sites of connective and soft tissue"
C499,,C499,"Malignant neoplasm of connective and soft tissue, unsp","Malignant neoplasm of connective and soft tissue, unspecified","Malignant neoplasm of connective and soft tissue, unspecified"
C49A,0,C49A0,"Gastrointestinal stromal tumor, unspecified site","Gastrointestinal stromal tumor, unspecified site","Gastrointestinal stromal tumor"
C49A,1,C49A1,"Gastrointestinal stromal tumor of esophagus","Gastrointestinal stromal tumor of esophagus","Gastrointestinal stromal tumor"
C49A,2,C49A2,"Gastrointestinal stromal tumor of stomach","Gastrointestinal stromal tumor of stomach","Gastrointestinal stromal tumor"
C49A,3,C49A3,"Gastrointestinal stromal tumor of small intestine","Gastrointestinal stromal tumor of small intestine","Gastrointestinal stromal tumor"
C49A,4,C49A4,"Gastrointestinal stromal tumor of large intestine","Gastrointestinal stromal tumor of large intestine","Gastrointestinal stromal tumor"
C49A,5,C49A5,"Gastrointestinal stromal tumor of rectum","Gastrointestinal stromal tumor of rectum","Gastrointestinal stromal tumor"
C49A,9,C49A9,"Gastrointestinal stromal tumor of other sites","Gastrointestinal stromal tumor of other sites","Gastrointestinal stromal tumor"
C5001,1,C50011,"Malignant neoplasm of nipple and areola, right female breast","Malignant neoplasm of nipple and areola, right female breast","Malignant neoplasm of nipple and areola, female"
C5001,2,C50012,"Malignant neoplasm of nipple and areola, left female breast","Malignant neoplasm of nipple and areola, left female breast","Malignant neoplasm of nipple and areola, female"
C5001,9,C50019,"Malignant neoplasm of nipple and areola, unsp female breast","Malignant neoplasm of nipple and areola, unspecified female breast","Malignant neoplasm of nipple and areola, female"
C5002,1,C50021,"Malignant neoplasm of nipple and areola, right male breast","Malignant neoplasm of nipple and areola, right male breast","Malignant neoplasm of nipple and areola, male"
C5002,2,C50022,"Malignant neoplasm of nipple and areola, left male breast","Malignant neoplasm of nipple and areola, left male breast","Malignant neoplasm of nipple and areola, male"
C5002,9,C50029,"Malignant neoplasm of nipple and areola, unsp male breast","Malignant neoplasm of nipple and areola, unspecified male breast","Malignant neoplasm of nipple and areola, male"
C5011,1,C50111,"Malignant neoplasm of central portion of right female breast","Malignant neoplasm of central portion of right female breast","Malignant neoplasm of central portion of breast, female"
C5011,2,C50112,"Malignant neoplasm of central portion of left female breast","Malignant neoplasm of central portion of left female breast","Malignant neoplasm of central portion of breast, female"
C5011,9,C50119,"Malignant neoplasm of central portion of unsp female breast","Malignant neoplasm of central portion of unspecified female breast","Malignant neoplasm of central portion of breast, female"
C5012,1,C50121,"Malignant neoplasm of central portion of right male breast","Malignant neoplasm of central portion of right male breast","Malignant neoplasm of central portion of breast, male"
C5012,2,C50122,"Malignant neoplasm of central portion of left male breast","Malignant neoplasm of central portion of left male breast","Malignant neoplasm of central portion of breast, male"
C5012,9,C50129,"Malignant neoplasm of central portion of unsp male breast","Malignant neoplasm of central portion of unspecified male breast","Malignant neoplasm of central portion of breast, male"
C5021,1,C50211,"Malig neoplm of upper-inner quadrant of right female breast","Malignant neoplasm of upper-inner quadrant of right female breast","Malignant neoplasm of upper-inner quadrant of breast, female"
C5021,2,C50212,"Malig neoplasm of upper-inner quadrant of left female breast","Malignant neoplasm of upper-inner quadrant of left female breast","Malignant neoplasm of upper-inner quadrant of breast, female"
C5021,9,C50219,"Malig neoplasm of upper-inner quadrant of unsp female breast","Malignant neoplasm of upper-inner quadrant of unspecified female breast","Malignant neoplasm of upper-inner quadrant of breast, female"
C5022,1,C50221,"Malig neoplasm of upper-inner quadrant of right male breast","Malignant neoplasm of upper-inner quadrant of right male breast","Malignant neoplasm of upper-inner quadrant of breast, male"
C5022,2,C50222,"Malig neoplasm of upper-inner quadrant of left male breast","Malignant neoplasm of upper-inner quadrant of left male breast","Malignant neoplasm of upper-inner quadrant of breast, male"
C5022,9,C50229,"Malig neoplasm of upper-inner quadrant of unsp male breast","Malignant neoplasm of upper-inner quadrant of unspecified male breast","Malignant neoplasm of upper-inner quadrant of breast, male"
C5031,1,C50311,"Malig neoplm of lower-inner quadrant of right female breast","Malignant neoplasm of lower-inner quadrant of right female breast","Malignant neoplasm of lower-inner quadrant of breast, female"
C5031,2,C50312,"Malig neoplasm of lower-inner quadrant of left female breast","Malignant neoplasm of lower-inner quadrant of left female breast","Malignant neoplasm of lower-inner quadrant of breast, female"
C5031,9,C50319,"Malig neoplasm of lower-inner quadrant of unsp female breast","Malignant neoplasm of lower-inner quadrant of unspecified female breast","Malignant neoplasm of lower-inner quadrant of breast, female"
C5032,1,C50321,"Malig neoplasm of lower-inner quadrant of right male breast","Malignant neoplasm of lower-inner quadrant of right male breast","Malignant neoplasm of lower-inner quadrant of breast, male"
C5032,2,C50322,"Malig neoplasm of lower-inner quadrant of left male breast","Malignant neoplasm of lower-inner quadrant of left male breast","Malignant neoplasm of lower-inner quadrant of breast, male"
C5032,9,C50329,"Malig neoplasm of lower-inner quadrant of unsp male breast","Malignant neoplasm of lower-inner quadrant of unspecified male breast","Malignant neoplasm of lower-inner quadrant of breast, male"
C5041,1,C50411,"Malig neoplm of upper-outer quadrant of right female breast","Malignant neoplasm of upper-outer quadrant of right female breast","Malignant neoplasm of upper-outer quadrant of breast, female"
C5041,2,C50412,"Malig neoplasm of upper-outer quadrant of left female breast","Malignant neoplasm of upper-outer quadrant of left female breast","Malignant neoplasm of upper-outer quadrant of breast, female"
C5041,9,C50419,"Malig neoplasm of upper-outer quadrant of unsp female breast","Malignant neoplasm of upper-outer quadrant of unspecified female breast","Malignant neoplasm of upper-outer quadrant of breast, female"
C5042,1,C50421,"Malig neoplasm of upper-outer quadrant of right male breast","Malignant neoplasm of upper-outer quadrant of right male breast","Malignant neoplasm of upper-outer quadrant of breast, male"
C5042,2,C50422,"Malig neoplasm of upper-outer quadrant of left male breast","Malignant neoplasm of upper-outer quadrant of left male breast","Malignant neoplasm of upper-outer quadrant of breast, male"
C5042,9,C50429,"Malig neoplasm of upper-outer quadrant of unsp male breast","Malignant neoplasm of upper-outer quadrant of unspecified male breast","Malignant neoplasm of upper-outer quadrant of breast, male"
C5051,1,C50511,"Malig neoplm of lower-outer quadrant of right female breast","Malignant neoplasm of lower-outer quadrant of right female breast","Malignant neoplasm of lower-outer quadrant of breast, female"
C5051,2,C50512,"Malig neoplasm of lower-outer quadrant of left female breast","Malignant neoplasm of lower-outer quadrant of left female breast","Malignant neoplasm of lower-outer quadrant of breast, female"
C5051,9,C50519,"Malig neoplasm of lower-outer quadrant of unsp female breast","Malignant neoplasm of lower-outer quadrant of unspecified female breast","Malignant neoplasm of lower-outer quadrant of breast, female"
C5052,1,C50521,"Malig neoplasm of lower-outer quadrant of right male breast","Malignant neoplasm of lower-outer quadrant of right male breast","Malignant neoplasm of lower-outer quadrant of breast, male"
C5052,2,C50522,"Malig neoplasm of lower-outer quadrant of left male breast","Malignant neoplasm of lower-outer quadrant of left male breast","Malignant neoplasm of lower-outer quadrant of breast, male"
C5052,9,C50529,"Malig neoplasm of lower-outer quadrant of unsp male breast","Malignant neoplasm of lower-outer quadrant of unspecified male breast","Malignant neoplasm of lower-outer quadrant of breast, male"
C5061,1,C50611,"Malignant neoplasm of axillary tail of right female breast","Malignant neoplasm of axillary tail of right female breast","Malignant neoplasm of axillary tail of breast, female"
C5061,2,C50612,"Malignant neoplasm of axillary tail of left female breast","Malignant neoplasm of axillary tail of left female breast","Malignant neoplasm of axillary tail of breast, female"
C5061,9,C50619,"Malignant neoplasm of axillary tail of unsp female breast","Malignant neoplasm of axillary tail of unspecified female breast","Malignant neoplasm of axillary tail of breast, female"
C5062,1,C50621,"Malignant neoplasm of axillary tail of right male breast","Malignant neoplasm of axillary tail of right male breast","Malignant neoplasm of axillary tail of breast, male"
C5062,2,C50622,"Malignant neoplasm of axillary tail of left male breast","Malignant neoplasm of axillary tail of left male breast","Malignant neoplasm of axillary tail of breast, male"
C5062,9,C50629,"Malignant neoplasm of axillary tail of unsp male breast","Malignant neoplasm of axillary tail of unspecified male breast","Malignant neoplasm of axillary tail of breast, male"
C5081,1,C50811,"Malignant neoplasm of ovrlp sites of right female breast","Malignant neoplasm of overlapping sites of right female breast","Malignant neoplasm of overlapping sites of breast, female"
C5081,2,C50812,"Malignant neoplasm of ovrlp sites of left female breast","Malignant neoplasm of overlapping sites of left female breast","Malignant neoplasm of overlapping sites of breast, female"
C5081,9,C50819,"Malignant neoplasm of ovrlp sites of unsp female breast","Malignant neoplasm of overlapping sites of unspecified female breast","Malignant neoplasm of overlapping sites of breast, female"
C5082,1,C50821,"Malignant neoplasm of overlapping sites of right male breast","Malignant neoplasm of overlapping sites of right male breast","Malignant neoplasm of overlapping sites of breast, male"
C5082,2,C50822,"Malignant neoplasm of overlapping sites of left male breast","Malignant neoplasm of overlapping sites of left male breast","Malignant neoplasm of overlapping sites of breast, male"
C5082,9,C50829,"Malignant neoplasm of overlapping sites of unsp male breast","Malignant neoplasm of overlapping sites of unspecified male breast","Malignant neoplasm of overlapping sites of breast, male"
C5091,1,C50911,"Malignant neoplasm of unsp site of right female breast","Malignant neoplasm of unspecified site of right female breast","Malignant neoplasm of breast of unspecified site, female"
C5091,2,C50912,"Malignant neoplasm of unspecified site of left female breast","Malignant neoplasm of unspecified site of left female breast","Malignant neoplasm of breast of unspecified site, female"
C5091,9,C50919,"Malignant neoplasm of unsp site of unspecified female breast","Malignant neoplasm of unspecified site of unspecified female breast","Malignant neoplasm of breast of unspecified site, female"
C5092,1,C50921,"Malignant neoplasm of unspecified site of right male breast","Malignant neoplasm of unspecified site of right male breast","Malignant neoplasm of breast of unspecified site, male"
C5092,2,C50922,"Malignant neoplasm of unspecified site of left male breast","Malignant neoplasm of unspecified site of left male breast","Malignant neoplasm of breast of unspecified site, male"
C5092,9,C50929,"Malignant neoplasm of unsp site of unspecified male breast","Malignant neoplasm of unspecified site of unspecified male breast","Malignant neoplasm of breast of unspecified site, male"
C51,0,C510,"Malignant neoplasm of labium majus","Malignant neoplasm of labium majus","Malignant neoplasm of vulva"
C51,1,C511,"Malignant neoplasm of labium minus","Malignant neoplasm of labium minus","Malignant neoplasm of vulva"
C51,2,C512,"Malignant neoplasm of clitoris","Malignant neoplasm of clitoris","Malignant neoplasm of vulva"
C51,8,C518,"Malignant neoplasm of overlapping sites of vulva","Malignant neoplasm of overlapping sites of vulva","Malignant neoplasm of vulva"
C51,9,C519,"Malignant neoplasm of vulva, unspecified","Malignant neoplasm of vulva, unspecified","Malignant neoplasm of vulva"
C52,,C52,"Malignant neoplasm of vagina","Malignant neoplasm of vagina","Malignant neoplasm of vagina"
C53,0,C530,"Malignant neoplasm of endocervix","Malignant neoplasm of endocervix","Malignant neoplasm of cervix uteri"
C53,1,C531,"Malignant neoplasm of exocervix","Malignant neoplasm of exocervix","Malignant neoplasm of cervix uteri"
C53,8,C538,"Malignant neoplasm of overlapping sites of cervix uteri","Malignant neoplasm of overlapping sites of cervix uteri","Malignant neoplasm of cervix uteri"
C53,9,C539,"Malignant neoplasm of cervix uteri, unspecified","Malignant neoplasm of cervix uteri, unspecified","Malignant neoplasm of cervix uteri"
C54,0,C540,"Malignant neoplasm of isthmus uteri","Malignant neoplasm of isthmus uteri","Malignant neoplasm of corpus uteri"
C54,1,C541,"Malignant neoplasm of endometrium","Malignant neoplasm of endometrium","Malignant neoplasm of corpus uteri"
C54,2,C542,"Malignant neoplasm of myometrium","Malignant neoplasm of myometrium","Malignant neoplasm of corpus uteri"
C54,3,C543,"Malignant neoplasm of fundus uteri","Malignant neoplasm of fundus uteri","Malignant neoplasm of corpus uteri"
C54,8,C548,"Malignant neoplasm of overlapping sites of corpus uteri","Malignant neoplasm of overlapping sites of corpus uteri","Malignant neoplasm of corpus uteri"
C54,9,C549,"Malignant neoplasm of corpus uteri, unspecified","Malignant neoplasm of corpus uteri, unspecified","Malignant neoplasm of corpus uteri"
C55,,C55,"Malignant neoplasm of uterus, part unspecified","Malignant neoplasm of uterus, part unspecified","Malignant neoplasm of uterus, part unspecified"
C56,1,C561,"Malignant neoplasm of right ovary","Malignant neoplasm of right ovary","Malignant neoplasm of ovary"
C56,2,C562,"Malignant neoplasm of left ovary","Malignant neoplasm of left ovary","Malignant neoplasm of ovary"
C56,9,C569,"Malignant neoplasm of unspecified ovary","Malignant neoplasm of unspecified ovary","Malignant neoplasm of ovary"
C570,0,C5700,"Malignant neoplasm of unspecified fallopian tube","Malignant neoplasm of unspecified fallopian tube","Malignant neoplasm of fallopian tube"
C570,1,C5701,"Malignant neoplasm of right fallopian tube","Malignant neoplasm of right fallopian tube","Malignant neoplasm of fallopian tube"
C570,2,C5702,"Malignant neoplasm of left fallopian tube","Malignant neoplasm of left fallopian tube","Malignant neoplasm of fallopian tube"
C571,0,C5710,"Malignant neoplasm of unspecified broad ligament","Malignant neoplasm of unspecified broad ligament","Malignant neoplasm of broad ligament"
C571,1,C5711,"Malignant neoplasm of right broad ligament","Malignant neoplasm of right broad ligament","Malignant neoplasm of broad ligament"
C571,2,C5712,"Malignant neoplasm of left broad ligament","Malignant neoplasm of left broad ligament","Malignant neoplasm of broad ligament"
C572,0,C5720,"Malignant neoplasm of unspecified round ligament","Malignant neoplasm of unspecified round ligament","Malignant neoplasm of round ligament"
C572,1,C5721,"Malignant neoplasm of right round ligament","Malignant neoplasm of right round ligament","Malignant neoplasm of round ligament"
C572,2,C5722,"Malignant neoplasm of left round ligament","Malignant neoplasm of left round ligament","Malignant neoplasm of round ligament"
C573,,C573,"Malignant neoplasm of parametrium","Malignant neoplasm of parametrium","Malignant neoplasm of parametrium"
C574,,C574,"Malignant neoplasm of uterine adnexa, unspecified","Malignant neoplasm of uterine adnexa, unspecified","Malignant neoplasm of uterine adnexa, unspecified"
C577,,C577,"Malignant neoplasm of other specified female genital organs","Malignant neoplasm of other specified female genital organs","Malignant neoplasm of other specified female genital organs"
C578,,C578,"Malignant neoplasm of ovrlp sites of female genital organs","Malignant neoplasm of overlapping sites of female genital organs","Malignant neoplasm of overlapping sites of female genital organs"
C579,,C579,"Malignant neoplasm of female genital organ, unspecified","Malignant neoplasm of female genital organ, unspecified","Malignant neoplasm of female genital organ, unspecified"
C58,,C58,"Malignant neoplasm of placenta","Malignant neoplasm of placenta","Malignant neoplasm of placenta"
C60,0,C600,"Malignant neoplasm of prepuce","Malignant neoplasm of prepuce","Malignant neoplasm of penis"
C60,1,C601,"Malignant neoplasm of glans penis","Malignant neoplasm of glans penis","Malignant neoplasm of penis"
C60,2,C602,"Malignant neoplasm of body of penis","Malignant neoplasm of body of penis","Malignant neoplasm of penis"
C60,8,C608,"Malignant neoplasm of overlapping sites of penis","Malignant neoplasm of overlapping sites of penis","Malignant neoplasm of penis"
C60,9,C609,"Malignant neoplasm of penis, unspecified","Malignant neoplasm of penis, unspecified","Malignant neoplasm of penis"
C61,,C61,"Malignant neoplasm of prostate","Malignant neoplasm of prostate","Malignant neoplasm of prostate"
C620,0,C6200,"Malignant neoplasm of unspecified undescended testis","Malignant neoplasm of unspecified undescended testis","Malignant neoplasm of undescended testis"
C620,1,C6201,"Malignant neoplasm of undescended right testis","Malignant neoplasm of undescended right testis","Malignant neoplasm of undescended testis"
C620,2,C6202,"Malignant neoplasm of undescended left testis","Malignant neoplasm of undescended left testis","Malignant neoplasm of undescended testis"
C621,0,C6210,"Malignant neoplasm of unspecified descended testis","Malignant neoplasm of unspecified descended testis","Malignant neoplasm of descended testis"
C621,1,C6211,"Malignant neoplasm of descended right testis","Malignant neoplasm of descended right testis","Malignant neoplasm of descended testis"
C621,2,C6212,"Malignant neoplasm of descended left testis","Malignant neoplasm of descended left testis","Malignant neoplasm of descended testis"
C629,0,C6290,"Malig neoplasm of unsp testis, unsp descended or undescended","Malignant neoplasm of unspecified testis, unspecified whether descended or undescended","Malignant neoplasm of testis, unspecified whether descended or undescended"
C629,1,C6291,"Malig neoplm of right testis, unsp descended or undescended","Malignant neoplasm of right testis, unspecified whether descended or undescended","Malignant neoplasm of testis, unspecified whether descended or undescended"
C629,2,C6292,"Malig neoplasm of left testis, unsp descended or undescended","Malignant neoplasm of left testis, unspecified whether descended or undescended","Malignant neoplasm of testis, unspecified whether descended or undescended"
